Data da Venda;Região;Vendedor;Seção;Vendas;Comissões
21/04/2012;Sudeste;Carolina;Utilidades Domésticas;R$ 268,96;R$ 5,38
22/04/2012;Sul;Simone;Utilidades Domésticas;R$ 822,38;R$ 16,45
22/04/2012;Centro;Carolina;Esporte e Lazer;R$ 499,64;R$ 9,99
23/04/2012;Sul;Ricardo;Utilidades Domésticas;R$ 1.307,19;R$ 26,14
23/04/2012;Centro;José Luiz;Utilidades Domésticas;R$ 615,81;R$ 12,32
24/04/2012;Nordeste;Carolina;Móveis e Decoração;R$ 3.496,53;R$ 69,93
27/04/2012;Nordeste;Adriana;Móveis e Decoração;R$ 4.518,92;R$ 90,38
27/04/2012;Nordeste;Carolina;Roupas e Acessórios;R$ 447,54;R$ 8,95
28/04/2012;Centro;Ana Maria;Utilidades Domésticas;R$ 2.538,31;R$ 50,77
28/04/2012;Nordeste;Adriana;Utilidades Domésticas;R$ 4.693,84;R$ 93,88
29/04/2012;Sul;Carolina;Roupas e Acessórios;R$ 4.386,96;R$ 87,74
29/04/2012;Centro;José Luiz;Eletrônicos;R$ 2.267,14;R$ 45,34
29/04/2012;Centro;Ana Maria;Roupas e Acessórios;R$ 4.089,19;R$ 81,78
29/04/2012;Leste;João Carlos;Eletrodomésticos;R$ 4.442,11;R$ 88,84
30/04/2012;Sul;Ana Maria;Cine e Foto;R$ 3.910,54;R$ 78,21
30/04/2012;Nordeste;Ricardo;Utilidades Domésticas;R$ 1.464,10;R$ 29,28
30/04/2012;Nordeste;Simone;Roupas e Acessórios;R$ 3.185,10;R$ 63,70
30/04/2012;Sudeste;Ana Maria;Esporte e Lazer;R$ 4.479,41;R$ 89,59
01/05/2012;Centro;Ana Maria;Casa e Construção;R$ 4.807,78;R$ 96,16
02/05/2012;Sudeste;João Carlos;Cine e Foto;R$ 3.760,37;R$ 75,21
03/05/2012;Sul;Carolina;Móveis e Decoração;R$ 2.875,69;R$ 57,51
04/05/2012;Sudeste;Simone;Eletrodomésticos;R$ 1.538,26;R$ 30,77
04/05/2012;Sudeste;Simone;Utilidades Domésticas;R$ 4.960,57;R$ 99,21
04/05/2012;Sul;Adriana;Cama, Mesa e Banho;R$ 243,13;R$ 4,86
04/05/2012;Nordeste;Carolina;Cama, Mesa e Banho;R$ 4.474,19;R$ 89,48
04/05/2012;Sul;Simone;Eletrônicos;R$ 2.101,17;R$ 42,02
04/05/2012;Sudeste;Ana Maria;Utilidades Domésticas;R$ 2.824,36;R$ 56,49
05/05/2012;Sudeste;Carolina;Eletrodomésticos;R$ 1.709,50;R$ 34,19
05/05/2012;Centro;Ana Maria;Móveis e Decoração;R$ 3.870,96;R$ 77,42
07/05/2012;Norte;João Carlos;Esporte e Lazer;R$ 554,32;R$ 11,09
07/05/2012;Sul;João Carlos;Móveis e Decoração;R$ 2.187,83;R$ 43,76
09/05/2012;Sudeste;João Carlos;Roupas e Acessórios;R$ 3.997,11;R$ 79,94
11/05/2012;Nordeste;João Carlos;Cine e Foto;R$ 628,04;R$ 12,56
11/05/2012;Sul;João Carlos;Casa e Construção;R$ 1.923,62;R$ 38,47
12/05/2012;Sul;Ricardo;Móveis e Decoração;R$ 1.205,43;R$ 24,11
12/05/2012;Centro;João Carlos;Eletrônicos;R$ 927,97;R$ 18,56
13/05/2012;Sudeste;Ricardo;Utilidades Domésticas;R$ 2.408,77;R$ 48,18
14/05/2012;Sudeste;Adriana;Cama, Mesa e Banho;R$ 4.306,90;R$ 86,14
14/05/2012;Oeste;Ricardo;Casa e Construção;R$ 4.199,66;R$ 83,99
14/05/2012;Oeste;José Luiz;Móveis e Decoração;R$ 2.847,50;R$ 56,95
14/05/2012;Sudeste;Carolina;Móveis e Decoração;R$ 3.542,29;R$ 70,85
15/05/2012;Nordeste;Ana Maria;Eletrodomésticos;R$ 1.268,32;R$ 25,37
16/05/2012;Sul;Roberto;Casa e Construção;R$ 4.055,92;R$ 81,12
16/05/2012;Sul;João Carlos;Cama, Mesa e Banho;R$ 3.393,67;R$ 67,87
16/05/2012;Leste;Ana Maria;Móveis e Decoração;R$ 4.367,37;R$ 87,35
16/05/2012;Leste;José Luiz;Esporte e Lazer;R$ 2.046,37;R$ 40,93
17/05/2012;Sudeste;Ana Maria;Cine e Foto;R$ 4.107,40;R$ 82,15
17/05/2012;Oeste;Ana Maria;Cama, Mesa e Banho;R$ 353,45;R$ 7,07
17/05/2012;Sudeste;Simone;Casa e Construção;R$ 3.323,57;R$ 66,47
18/05/2012;Nordeste;Ana Maria;Cine e Foto;R$ 3.362,86;R$ 67,26
18/05/2012;Oeste;Ricardo;Casa e Construção;R$ 621,60;R$ 12,43
19/05/2012;Sul;Roberto;Roupas e Acessórios;R$ 265,48;R$ 5,31
20/05/2012;Norte;Ana Maria;Esporte e Lazer;R$ 2.991,93;R$ 59,84
20/05/2012;Leste;Carolina;Móveis e Decoração;R$ 3.800,64;R$ 76,01
20/05/2012;Sudeste;Carolina;Cine e Foto;R$ 3.397,98;R$ 67,96
21/05/2012;Leste;Adriana;Utilidades Domésticas;R$ 3.874,27;R$ 77,49
22/05/2012;Sudeste;Ana Maria;Eletrônicos;R$ 628,54;R$ 12,57
22/05/2012;Oeste;Carolina;Casa e Construção;R$ 4.409,33;R$ 88,19
23/05/2012;Sul;Adriana;Móveis e Decoração;R$ 2.329,32;R$ 46,59
25/05/2012;Sul;João Carlos;Utilidades Domésticas;R$ 4.718,66;R$ 94,37
25/05/2012;Leste;Carolina;Cama, Mesa e Banho;R$ 1.041,48;R$ 20,83
25/05/2012;Leste;João Carlos;Eletrônicos;R$ 4.229,20;R$ 84,58
29/05/2012;Sudeste;Ricardo;Cama, Mesa e Banho;R$ 3.644,63;R$ 72,89
30/05/2012;Centro;Roberto;Cama, Mesa e Banho;R$ 2.219,35;R$ 44,39
31/05/2012;Nordeste;Ana Maria;Móveis e Decoração;R$ 3.497,05;R$ 69,94
31/05/2012;Sudeste;Ricardo;Móveis e Decoração;R$ 433,88;R$ 8,68
01/06/2012;Sudeste;Adriana;Utilidades Domésticas;R$ 1.090,86;R$ 21,82
02/06/2012;Nordeste;José Luiz;Cama, Mesa e Banho;R$ 3.204,62;R$ 64,09
05/06/2012;Nordeste;João Carlos;Eletrodomésticos;R$ 2.747,80;R$ 54,96
05/06/2012;Sul;Carolina;Cama, Mesa e Banho;R$ 1.603,15;R$ 32,06
05/06/2012;Centro;José Luiz;Esporte e Lazer;R$ 4.813,72;R$ 96,27
06/06/2012;Sul;Ricardo;Cama, Mesa e Banho;R$ 4.539,39;R$ 90,79
06/06/2012;Norte;João Carlos;Casa e Construção;R$ 4.974,87;R$ 99,50
06/06/2012;Oeste;Ana Maria;Roupas e Acessórios;R$ 768,34;R$ 15,37
07/06/2012;Leste;João Carlos;Casa e Construção;R$ 3.274,63;R$ 65,49
08/06/2012;Centro;Ana Maria;Eletrodomésticos;R$ 4.585,06;R$ 91,70
09/06/2012;Centro;Carolina;Cama, Mesa e Banho;R$ 2.051,86;R$ 41,04
11/06/2012;Sudeste;Carolina;Roupas e Acessórios;R$ 1.512,64;R$ 30,25
11/06/2012;Nordeste;João Carlos;Eletrodomésticos;R$ 4.273,93;R$ 85,48
12/06/2012;Sudeste;Simone;Cine e Foto;R$ 4.895,54;R$ 97,91
12/06/2012;Centro;Ana Maria;Cine e Foto;R$ 3.926,76;R$ 78,54
13/06/2012;Oeste;Carolina;Esporte e Lazer;R$ 622,68;R$ 12,45
13/06/2012;Centro;João Carlos;Casa e Construção;R$ 3.861,77;R$ 77,24
13/06/2012;Oeste;João Carlos;Casa e Construção;R$ 3.923,45;R$ 78,47
13/06/2012;Centro;Carolina;Utilidades Domésticas;R$ 2.503,24;R$ 50,06
13/06/2012;Sul;Carolina;Casa e Construção;R$ 4.934,24;R$ 98,68
14/06/2012;Sul;Adriana;Móveis e Decoração;R$ 4.134,98;R$ 82,70
15/06/2012;Centro;João Carlos;Móveis e Decoração;R$ 368,16;R$ 7,36
17/06/2012;Centro;Carolina;Cine e Foto;R$ 3.205,47;R$ 64,11
18/06/2012;Oeste;José Luiz;Eletrodomésticos;R$ 589,30;R$ 11,79
18/06/2012;Centro;Ana Maria;Móveis e Decoração;R$ 2.320,84;R$ 46,42
19/06/2012;Sul;João Carlos;Roupas e Acessórios;R$ 4.236,63;R$ 84,73
20/06/2012;Sul;João Carlos;Utilidades Domésticas;R$ 4.251,95;R$ 85,04
21/06/2012;Nordeste;Ana Maria;Móveis e Decoração;R$ 1.641,28;R$ 32,83
21/06/2012;Norte;João Carlos;Utilidades Domésticas;R$ 2.717,70;R$ 54,35
22/06/2012;Sudeste;Carolina;Eletrônicos;R$ 1.955,12;R$ 39,10
22/06/2012;Nordeste;José Luiz;Eletrodomésticos;R$ 2.467,46;R$ 49,35
22/06/2012;Centro;Carolina;Roupas e Acessórios;R$ 2.586,46;R$ 51,73
26/06/2012;Nordeste;Carolina;Esporte e Lazer;R$ 1.373,73;R$ 27,47
27/06/2012;Nordeste;João Carlos;Móveis e Decoração;R$ 4.043,93;R$ 80,88
28/06/2012;Sul;Carolina;Cine e Foto;R$ 1.118,64;R$ 22,37
28/06/2012;Sul;Ana Maria;Utilidades Domésticas;R$ 4.913,21;R$ 98,26
29/06/2012;Sudeste;José Luiz;Cama, Mesa e Banho;R$ 2.413,03;R$ 48,26
29/06/2012;Oeste;Ana Maria;Roupas e Acessórios;R$ 3.768,07;R$ 75,36
29/06/2012;Centro;Ricardo;Eletrônicos;R$ 3.240,57;R$ 64,81
30/06/2012;Sul;Simone;Móveis e Decoração;R$ 4.267,68;R$ 85,35
30/06/2012;Centro;Ana Maria;Cine e Foto;R$ 501,44;R$ 10,03
30/06/2012;Sudeste;João Carlos;Cine e Foto;R$ 4.300,01;R$ 86,00
30/06/2012;Oeste;Simone;Casa e Construção;R$ 529,75;R$ 10,60
30/06/2012;Nordeste;Roberto;Eletrodomésticos;R$ 2.553,14;R$ 51,06
01/07/2012;Sul;José Luiz;Esporte e Lazer;R$ 4.567,59;R$ 91,35
01/07/2012;Sudeste;Ana Maria;Roupas e Acessórios;R$ 3.442,49;R$ 68,85
02/07/2012;Nordeste;Ana Maria;Casa e Construção;R$ 1.579,21;R$ 31,58
02/07/2012;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 769,33;R$ 15,39
05/07/2012;Sul;Ricardo;Eletrodomésticos;R$ 4.475,36;R$ 89,51
06/07/2012;Sul;Simone;Casa e Construção;R$ 3.681,47;R$ 73,63
06/07/2012;Sul;João Carlos;Móveis e Decoração;R$ 2.880,66;R$ 57,61
07/07/2012;Centro;Ana Maria;Casa e Construção;R$ 2.670,67;R$ 53,41
07/07/2012;Leste;João Carlos;Cama, Mesa e Banho;R$ 520,05;R$ 10,40
07/07/2012;Oeste;João Carlos;Cine e Foto;R$ 2.071,73;R$ 41,43
08/07/2012;Leste;João Carlos;Cine e Foto;R$ 1.070,58;R$ 21,41
09/07/2012;Centro;Simone;Roupas e Acessórios;R$ 2.312,92;R$ 46,26
09/07/2012;Leste;Ana Maria;Móveis e Decoração;R$ 2.178,25;R$ 43,57
09/07/2012;Norte;João Carlos;Casa e Construção;R$ 3.863,11;R$ 77,26
09/07/2012;Sudeste;João Carlos;Utilidades Domésticas;R$ 4.114,85;R$ 82,30
10/07/2012;Nordeste;Carolina;Eletrodomésticos;R$ 2.261,16;R$ 45,22
14/07/2012;Nordeste;Ricardo;Eletrônicos;R$ 2.890,22;R$ 57,80
15/07/2012;Centro;Simone;Cine e Foto;R$ 2.148,64;R$ 42,97
15/07/2012;Sul;Adriana;Móveis e Decoração;R$ 1.128,64;R$ 22,57
15/07/2012;Sul;Ricardo;Cama, Mesa e Banho;R$ 1.082,91;R$ 21,66
16/07/2012;Sudeste;João Carlos;Móveis e Decoração;R$ 2.812,07;R$ 56,24
18/07/2012;Centro;Roberto;Móveis e Decoração;R$ 1.871,72;R$ 37,43
18/07/2012;Sul;João Carlos;Cine e Foto;R$ 2.058,32;R$ 41,17
18/07/2012;Sudeste;Ricardo;Eletrodomésticos;R$ 2.293,26;R$ 45,87
19/07/2012;Sul;Carolina;Esporte e Lazer;R$ 4.077,46;R$ 81,55
19/07/2012;Sudeste;José Luiz;Esporte e Lazer;R$ 2.502,34;R$ 50,05
21/07/2012;Oeste;Ana Maria;Esporte e Lazer;R$ 329,84;R$ 6,60
21/07/2012;Oeste;José Luiz;Roupas e Acessórios;R$ 1.244,84;R$ 24,90
21/07/2012;Norte;João Carlos;Casa e Construção;R$ 501,52;R$ 10,03
21/07/2012;Nordeste;Carolina;Utilidades Domésticas;R$ 428,81;R$ 8,58
22/07/2012;Nordeste;Carolina;Cama, Mesa e Banho;R$ 4.851,75;R$ 97,04
22/07/2012;Sul;Carolina;Cine e Foto;R$ 4.922,09;R$ 98,44
23/07/2012;Leste;Ana Maria;Móveis e Decoração;R$ 1.607,83;R$ 32,16
23/07/2012;Centro;Simone;Roupas e Acessórios;R$ 864,55;R$ 17,29
24/07/2012;Sul;Ana Maria;Casa e Construção;R$ 4.058,32;R$ 81,17
25/07/2012;Nordeste;Simone;Móveis e Decoração;R$ 1.478,59;R$ 29,57
26/07/2012;Nordeste;João Carlos;Eletrônicos;R$ 3.399,06;R$ 67,98
27/07/2012;Oeste;Simone;Móveis e Decoração;R$ 3.073,97;R$ 61,48
27/07/2012;Sudeste;Carolina;Eletrônicos;R$ 1.116,66;R$ 22,33
27/07/2012;Oeste;João Carlos;Cama, Mesa e Banho;R$ 3.267,66;R$ 65,35
28/07/2012;Centro;Ricardo;Móveis e Decoração;R$ 1.605,38;R$ 32,11
29/07/2012;Leste;Carolina;Casa e Construção;R$ 2.134,36;R$ 42,69
29/07/2012;Centro;Carolina;Cama, Mesa e Banho;R$ 2.675,76;R$ 53,52
29/07/2012;Nordeste;Adriana;Cine e Foto;R$ 801,72;R$ 16,03
29/07/2012;Sul;João Carlos;Cama, Mesa e Banho;R$ 4.156,87;R$ 83,14
29/07/2012;Sul;Ana Maria;Esporte e Lazer;R$ 2.630,79;R$ 52,62
30/07/2012;Sudeste;Simone;Cama, Mesa e Banho;R$ 1.424,37;R$ 28,49
31/07/2012;Sudeste;João Carlos;Eletrodomésticos;R$ 3.582,01;R$ 71,64
31/07/2012;Centro;João Carlos;Móveis e Decoração;R$ 1.172,88;R$ 23,46
31/07/2012;Leste;José Luiz;Utilidades Domésticas;R$ 2.643,91;R$ 52,88
01/08/2012;Sudeste;Adriana;Utilidades Domésticas;R$ 770,59;R$ 15,41
02/08/2012;Sul;João Carlos;Eletrônicos;R$ 2.476,33;R$ 49,53
02/08/2012;Centro;Ana Maria;Eletrônicos;R$ 1.304,61;R$ 26,09
03/08/2012;Sul;Carolina;Utilidades Domésticas;R$ 2.195,14;R$ 43,90
03/08/2012;Nordeste;Simone;Roupas e Acessórios;R$ 1.254,11;R$ 25,08
03/08/2012;Sul;Ana Maria;Cine e Foto;R$ 2.026,29;R$ 40,53
04/08/2012;Sudeste;Carolina;Móveis e Decoração;R$ 2.761,38;R$ 55,23
04/08/2012;Sul;João Carlos;Eletrônicos;R$ 4.468,99;R$ 89,38
05/08/2012;Nordeste;Ricardo;Móveis e Decoração;R$ 4.044,12;R$ 80,88
07/08/2012;Sudeste;Carolina;Eletrônicos;R$ 3.567,19;R$ 71,34
08/08/2012;Sul;Ricardo;Eletrodomésticos;R$ 3.753,38;R$ 75,07
09/08/2012;Nordeste;João Carlos;Roupas e Acessórios;R$ 4.893,73;R$ 97,87
11/08/2012;Sul;Ana Maria;Utilidades Domésticas;R$ 1.546,26;R$ 30,93
12/08/2012;Sudeste;João Carlos;Esporte e Lazer;R$ 4.044,44;R$ 80,89
12/08/2012;Sul;José Luiz;Eletrodomésticos;R$ 2.235,28;R$ 44,71
13/08/2012;Sudeste;João Carlos;Casa e Construção;R$ 2.438,51;R$ 48,77
15/08/2012;Oeste;Carolina;Móveis e Decoração;R$ 3.564,65;R$ 71,29
16/08/2012;Sul;João Carlos;Casa e Construção;R$ 3.002,94;R$ 60,06
17/08/2012;Nordeste;Simone;Roupas e Acessórios;R$ 4.522,41;R$ 90,45
17/08/2012;Oeste;Carolina;Eletrodomésticos;R$ 1.946,70;R$ 38,93
18/08/2012;Sudeste;Simone;Esporte e Lazer;R$ 1.329,57;R$ 26,59
18/08/2012;Nordeste;Carolina;Cine e Foto;R$ 4.979,55;R$ 99,59
18/08/2012;Oeste;Ana Maria;Roupas e Acessórios;R$ 804,00;R$ 16,08
18/08/2012;Leste;Adriana;Cama, Mesa e Banho;R$ 619,03;R$ 12,38
20/08/2012;Nordeste;Ricardo;Cine e Foto;R$ 3.127,29;R$ 62,55
20/08/2012;Sul;João Carlos;Esporte e Lazer;R$ 3.764,17;R$ 75,28
20/08/2012;Sudeste;Carolina;Eletrodomésticos;R$ 1.227,78;R$ 24,56
22/08/2012;Nordeste;Ana Maria;Eletrônicos;R$ 1.309,79;R$ 26,20
22/08/2012;Centro;João Carlos;Casa e Construção;R$ 1.382,77;R$ 27,66
23/08/2012;Oeste;Carolina;Roupas e Acessórios;R$ 2.001,70;R$ 40,03
24/08/2012;Sul;Carolina;Eletrodomésticos;R$ 4.303,34;R$ 86,07
25/08/2012;Nordeste;Carolina;Roupas e Acessórios;R$ 4.253,52;R$ 85,07
25/08/2012;Sudeste;Roberto;Esporte e Lazer;R$ 1.386,94;R$ 27,74
26/08/2012;Sul;Simone;Casa e Construção;R$ 575,63;R$ 11,51
26/08/2012;Sudeste;Adriana;Esporte e Lazer;R$ 4.236,48;R$ 84,73
27/08/2012;Centro;Roberto;Esporte e Lazer;R$ 620,98;R$ 12,42
29/08/2012;Centro;João Carlos;Esporte e Lazer;R$ 2.772,35;R$ 55,45
29/08/2012;Sul;João Carlos;Eletrônicos;R$ 1.614,80;R$ 32,30
30/08/2012;Nordeste;João Carlos;Cine e Foto;R$ 4.545,92;R$ 90,92
30/08/2012;Oeste;Ana Maria;Casa e Construção;R$ 2.623,48;R$ 52,47
31/08/2012;Sudeste;Ana Maria;Eletrônicos;R$ 4.417,10;R$ 88,34
01/09/2012;Nordeste;Simone;Eletrônicos;R$ 2.057,31;R$ 41,15
01/09/2012;Centro;Ricardo;Cama, Mesa e Banho;R$ 760,07;R$ 15,20
03/09/2012;Nordeste;Ricardo;Eletrônicos;R$ 3.194,40;R$ 63,89
03/09/2012;Oeste;Adriana;Cama, Mesa e Banho;R$ 4.721,47;R$ 94,43
04/09/2012;Leste;José Luiz;Esporte e Lazer;R$ 3.601,88;R$ 72,04
05/09/2012;Sudeste;João Carlos;Utilidades Domésticas;R$ 2.210,98;R$ 44,22
05/09/2012;Centro;Ricardo;Eletrônicos;R$ 2.069,05;R$ 41,38
06/09/2012;Centro;José Luiz;Esporte e Lazer;R$ 4.232,18;R$ 84,64
06/09/2012;Sudeste;Ricardo;Esporte e Lazer;R$ 2.760,43;R$ 55,21
07/09/2012;Sudeste;Roberto;Utilidades Domésticas;R$ 3.732,25;R$ 74,65
07/09/2012;Sudeste;Roberto;Eletrônicos;R$ 3.795,89;R$ 75,92
07/09/2012;Nordeste;Carolina;Utilidades Domésticas;R$ 2.070,96;R$ 41,42
08/09/2012;Sul;Roberto;Esporte e Lazer;R$ 1.189,29;R$ 23,79
08/09/2012;Nordeste;Ricardo;Utilidades Domésticas;R$ 1.826,54;R$ 36,53
09/09/2012;Leste;Ricardo;Eletrodomésticos;R$ 2.092,74;R$ 41,85
11/09/2012;Centro;Ana Maria;Eletrônicos;R$ 2.155,30;R$ 43,11
12/09/2012;Norte;Ana Maria;Roupas e Acessórios;R$ 3.704,62;R$ 74,09
12/09/2012;Leste;Ricardo;Esporte e Lazer;R$ 2.928,48;R$ 58,57
13/09/2012;Nordeste;Ana Maria;Eletrodomésticos;R$ 2.408,88;R$ 48,18
15/09/2012;Sudeste;Ricardo;Utilidades Domésticas;R$ 3.838,24;R$ 76,76
15/09/2012;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 335,06;R$ 6,70
16/09/2012;Sudeste;Simone;Casa e Construção;R$ 3.542,58;R$ 70,85
16/09/2012;Sudeste;Ricardo;Eletrodomésticos;R$ 4.541,03;R$ 90,82
16/09/2012;Norte;Carolina;Esporte e Lazer;R$ 3.885,61;R$ 77,71
16/09/2012;Nordeste;Adriana;Casa e Construção;R$ 2.068,69;R$ 41,37
16/09/2012;Oeste;Carolina;Móveis e Decoração;R$ 3.430,63;R$ 68,61
17/09/2012;Centro;Adriana;Cama, Mesa e Banho;R$ 4.254,84;R$ 85,10
18/09/2012;Sul;Adriana;Utilidades Domésticas;R$ 697,61;R$ 13,95
18/09/2012;Norte;Carolina;Móveis e Decoração;R$ 355,15;R$ 7,10
19/09/2012;Sul;Roberto;Cama, Mesa e Banho;R$ 536,94;R$ 10,74
20/09/2012;Sudeste;Ana Maria;Móveis e Decoração;R$ 415,51;R$ 8,31
21/09/2012;Sudeste;Carolina;Móveis e Decoração;R$ 3.593,74;R$ 71,87
22/09/2012;Sul;Simone;Roupas e Acessórios;R$ 3.400,74;R$ 68,01
24/09/2012;Sudeste;João Carlos;Casa e Construção;R$ 3.898,34;R$ 77,97
25/09/2012;Centro;Adriana;Cine e Foto;R$ 431,09;R$ 8,62
26/09/2012;Norte;Ricardo;Eletrônicos;R$ 2.263,92;R$ 45,28
26/09/2012;Nordeste;Simone;Casa e Construção;R$ 1.777,06;R$ 35,54
27/09/2012;Centro;Adriana;Utilidades Domésticas;R$ 2.380,98;R$ 47,62
27/09/2012;Leste;Ana Maria;Cama, Mesa e Banho;R$ 3.393,56;R$ 67,87
27/09/2012;Sul;Carolina;Utilidades Domésticas;R$ 3.279,40;R$ 65,59
27/09/2012;Nordeste;Ricardo;Casa e Construção;R$ 3.971,21;R$ 79,42
28/09/2012;Sul;Ana Maria;Cine e Foto;R$ 4.514,70;R$ 90,29
28/09/2012;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 219,34;R$ 4,39
29/09/2012;Nordeste;Ana Maria;Roupas e Acessórios;R$ 3.614,70;R$ 72,29
29/09/2012;Sudeste;Adriana;Roupas e Acessórios;R$ 4.996,97;R$ 99,94
01/10/2012;Sul;Roberto;Esporte e Lazer;R$ 1.694,71;R$ 33,89
01/10/2012;Sudeste;Ana Maria;Cine e Foto;R$ 4.049,71;R$ 80,99
02/10/2012;Sudeste;Ricardo;Esporte e Lazer;R$ 2.245,22;R$ 44,90
03/10/2012;Nordeste;Carolina;Eletrodomésticos;R$ 1.331,83;R$ 26,64
04/10/2012;Nordeste;José Luiz;Utilidades Domésticas;R$ 764,81;R$ 15,30
04/10/2012;Norte;Carolina;Cama, Mesa e Banho;R$ 4.775,64;R$ 95,51
05/10/2012;Centro;José Luiz;Casa e Construção;R$ 1.021,28;R$ 20,43
06/10/2012;Sudeste;Simone;Esporte e Lazer;R$ 444,99;R$ 8,90
06/10/2012;Sudeste;Adriana;Casa e Construção;R$ 2.155,04;R$ 43,10
07/10/2012;Leste;Ana Maria;Eletrônicos;R$ 3.372,17;R$ 67,44
07/10/2012;Norte;Roberto;Esporte e Lazer;R$ 3.780,00;R$ 75,60
08/10/2012;Nordeste;Roberto;Eletrodomésticos;R$ 1.981,15;R$ 39,62
08/10/2012;Sul;João Carlos;Eletrodomésticos;R$ 661,39;R$ 13,23
09/10/2012;Sul;Roberto;Cine e Foto;R$ 3.093,37;R$ 61,87
10/10/2012;Nordeste;Carolina;Eletrônicos;R$ 3.578,10;R$ 71,56
11/10/2012;Sudeste;Carolina;Móveis e Decoração;R$ 2.939,03;R$ 58,78
11/10/2012;Centro;Ana Maria;Móveis e Decoração;R$ 1.414,05;R$ 28,28
12/10/2012;Centro;Ricardo;Cine e Foto;R$ 1.224,34;R$ 24,49
12/10/2012;Centro;Simone;Cine e Foto;R$ 1.849,98;R$ 37,00
14/10/2012;Nordeste;Carolina;Roupas e Acessórios;R$ 3.022,42;R$ 60,45
14/10/2012;Centro;Roberto;Cine e Foto;R$ 3.823,98;R$ 76,48
14/10/2012;Centro;Simone;Cama, Mesa e Banho;R$ 2.355,53;R$ 47,11
16/10/2012;Centro;João Carlos;Esporte e Lazer;R$ 4.632,07;R$ 92,64
17/10/2012;Centro;Carolina;Utilidades Domésticas;R$ 825,38;R$ 16,51
18/10/2012;Norte;Roberto;Roupas e Acessórios;R$ 1.808,20;R$ 36,16
18/10/2012;Sudeste;Ricardo;Roupas e Acessórios;R$ 4.064,28;R$ 81,29
19/10/2012;Centro;Roberto;Cama, Mesa e Banho;R$ 3.482,28;R$ 69,65
20/10/2012;Leste;Roberto;Eletrodomésticos;R$ 2.505,28;R$ 50,11
20/10/2012;Nordeste;Carolina;Móveis e Decoração;R$ 2.090,92;R$ 41,82
20/10/2012;Nordeste;Simone;Eletrodomésticos;R$ 3.779,58;R$ 75,59
22/10/2012;Nordeste;Ricardo;Casa e Construção;R$ 1.627,78;R$ 32,56
23/10/2012;Sudeste;João Carlos;Casa e Construção;R$ 2.626,37;R$ 52,53
23/10/2012;Sudeste;Carolina;Roupas e Acessórios;R$ 4.552,80;R$ 91,06
26/10/2012;Oeste;João Carlos;Móveis e Decoração;R$ 687,35;R$ 13,75
27/10/2012;Oeste;Carolina;Eletrodomésticos;R$ 4.406,52;R$ 88,13
27/10/2012;Oeste;João Carlos;Móveis e Decoração;R$ 2.335,90;R$ 46,72
30/10/2012;Leste;Carolina;Móveis e Decoração;R$ 4.171,57;R$ 83,43
30/10/2012;Sul;Ana Maria;Eletrodomésticos;R$ 2.130,76;R$ 42,62
31/10/2012;Sul;Carolina;Casa e Construção;R$ 3.945,17;R$ 78,90
31/10/2012;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 4.885,09;R$ 97,70
31/10/2012;Sudeste;Adriana;Roupas e Acessórios;R$ 372,13;R$ 7,44
01/11/2012;Nordeste;Ana Maria;Esporte e Lazer;R$ 2.634,63;R$ 52,69
02/11/2012;Sul;Carolina;Eletrodomésticos;R$ 2.695,82;R$ 53,92
02/11/2012;Oeste;Carolina;Cine e Foto;R$ 1.068,13;R$ 21,36
02/11/2012;Sudeste;José Luiz;Cine e Foto;R$ 922,89;R$ 18,46
03/11/2012;Oeste;Simone;Roupas e Acessórios;R$ 4.567,65;R$ 91,35
05/11/2012;Sudeste;Adriana;Eletrodomésticos;R$ 1.157,29;R$ 23,15
05/11/2012;Centro;Simone;Móveis e Decoração;R$ 4.453,11;R$ 89,06
06/11/2012;Nordeste;Ana Maria;Cama, Mesa e Banho;R$ 1.231,59;R$ 24,63
07/11/2012;Centro;José Luiz;Utilidades Domésticas;R$ 4.466,03;R$ 89,32
07/11/2012;Sul;Simone;Roupas e Acessórios;R$ 632,49;R$ 12,65
08/11/2012;Centro;João Carlos;Casa e Construção;R$ 3.959,83;R$ 79,20
09/11/2012;Sudeste;Carolina;Utilidades Domésticas;R$ 203,19;R$ 4,06
09/11/2012;Nordeste;Ana Maria;Esporte e Lazer;R$ 4.188,85;R$ 83,78
10/11/2012;Norte;Roberto;Eletrônicos;R$ 2.925,83;R$ 58,52
10/11/2012;Norte;Ricardo;Esporte e Lazer;R$ 2.627,22;R$ 52,54
10/11/2012;Sudeste;Ricardo;Esporte e Lazer;R$ 4.746,05;R$ 94,92
10/11/2012;Centro;Ricardo;Eletrodomésticos;R$ 4.768,88;R$ 95,38
12/11/2012;Sudeste;Simone;Roupas e Acessórios;R$ 2.121,38;R$ 42,43
15/11/2012;Sul;Ricardo;Cama, Mesa e Banho;R$ 3.939,41;R$ 78,79
15/11/2012;Centro;João Carlos;Roupas e Acessórios;R$ 1.461,83;R$ 29,24
15/11/2012;Nordeste;Ricardo;Roupas e Acessórios;R$ 610,53;R$ 12,21
15/11/2012;Leste;José Luiz;Eletrodomésticos;R$ 1.073,96;R$ 21,48
